Revised,Number,Vocabulary,Meaning
,1341,funeral,[名] 葬式
,1342,soul,[名] ①魂 ②（慣用句あるいは否定文で）人
,1343,priest,[名] 神父，僧侶，牧師，聖職者
,1344,faith,[名] ①（主に宗教上の）信仰 ②信頼
,1345,sacred,[形] 神聖な
,1346,divine,[形] 神の
,1347,Muslim,[名] イスラム教徒
,1348,context,[名] ①文脈 ②状況
,1349,singular,[形] ①単数の ②（褒めて）比類なき ③奇妙な
,1350,command,[名] ①言語を操る力 ②命令 [他] ③～を集める ④～を見渡せる
,1351,instance,[名] 例
,1352,dialogue,[名] ①（本，劇，映画の中の）会話 ②対談，対話
,1353,usage,[名] 語法
,1354,vowel,[名] 母音
,1355,pronoun,[名] 代名詞
,1356,accent,[名] ①訛 ②アクセント
,1357,outline,[動] ～の要点を述べる，～の輪郭を描く
,1358,remote,[形] ①（地理的に）辺鄙な ②（時間，関係などが）遠い
,1359,ambition,[名] （強い）願望，野望
,1360,temper,[名] ①気性 ②（熟語で）平静（な気分）
,1361,affection,[名] 愛情
,1362,enthusiasm,[名] 情熱，熱意
,1363,rage,[名] ①激怒 [自] ②（戦争，病気が）激しく続く，猛威をふるう
,1364,incredible,[形] 信じられない
,1365,chuckle,[自] ①くすくす笑う [名] ②くすくす笑うこと
,1366,dare,[他] ①（to do）思い切って～する [助] ②（do）思い切って～する
,1367,scream,[自] ①悲鳴を上げる [名] ②悲鳴
,1368,soothe,[他] ①（人）をなだめる ②（痛みなど）をやわらげる
,1369,tempt,[他] ～を誘惑する
,1370,scold,[他] ～を叱る
,1371,oppress,[他] ～を圧迫する，虐げる
,1372,threaten,[他] ①～を脅かす ②（to do）～すると脅す ③～の恐れがある
,1373,mourn,[他] ～を嘆く，悼む
,1374,sacrifice,[他] ①～を犠牲にする [名] ②犠牲
,1375,curse,[名] ①災いの元 ②呪い [他] ③～を呪う，ののしる
,1376,stem,[自] ①（from ～）（～が）原因である [名] ②茎，幹，ワイングラスの脚
,1377,trigger,[他] ①～のきっかけになる，～を誘発する [名] ②（銃の）引き金
,1378,consequence,[名] ①結果 ②（of ―)重要性
,1379,process,[名] ①過程 [他] ②～を加工する，処理する
,1380,resort,[自] ①（to ～）（～に）訴える [名] ②行楽地 ③手段
,1381,formula,[名] ①方法 ②秘けつ ③（数学，化学などの）式，公式
,1382,procedure,[名] 手続き，手順
,1383,extraordinary,[形] ①並外れた ②臨時の（会議など)③特命の（大使など）
,1384,absolute,[形] 絶対的な
,1385,overwhelming,[形] 圧倒的な
,1386,altogether,[副] ①完全に ②全部で
,1387,entire,[形] すべての
,1388,tremendous,[形] すさまじい
,1389,sheer,[形] ①（数量やサイズを強調して）とてつもない～の ②まったくの
,1390,partial,[形] ①部分的な ②不公平な ③（to ～）（～が）大好きで
,1391,barely,[副] ①かろうじて ②ほとんど～ない
,1392,approximately,[副] （数量が）おおよそ，約
,1393,frequently,[副] 頻繁に
,1394,apparently,[副] ①見たところでは ②<口語>どうやら～らしい
,1395,merely,[副] ①（主に名詞の前で）～にすぎない ②（動詞などの前で）単に
,1396,nevertheless,[副] それにもかかわらず
,1397,somehow,[副] ①何らかの方法で ②何らかの理由で，どういうわけか
,1398,thus,[副] ①それゆえ（に)②このように
,1399,afterward(s),[副] ①（文頭で）その後 ②（～afterward）～の後
,1400,on behalf of ～,[熟] ①～を代表して ②～のため
,1401,assert,[他] ～と断定する，～を主張する
,1402,defy,[他] ①～に逆らう ②～を拒む
,1403,condemn,[他] ①～を非難する ②～に (刑の)宣告をする ③～を強いる
,1404,cite,[他] ～を引き合いに出す，引用する
,1405,illustrate,[他] ①(例で)～を説明する，例証する ②～に挿絵を入れる，～を図解する
,1406,refute,[他] ～を論駁する，～に反論する
,1407,sue,[他] ～を訴える
,1408,articulate,[他] ①(考えなど)をはっきり述べる [形] ②考えを明確に表現できる
,1409,version,[名] ①(個人的な)解釈，意見 ②(製品などの)～版
,1410,advocate,[名] ①提唱者，支持者 [他] ②～を主張する，支持する
,1411,breakthrough,[名] 飛躍的進歩，大発見
,1412,evolution,[名] 進化
,1413,innovation,[名] 革新
,1414,probe,[名] ①探査機 [他] ②～を調査する
,1415,fluid,[名] ①流体 [形] ②流動的な，なめらかな
,1416,particle,[名] ①粒子 ②(not a ― of A)(Aの)かけら (もない)
,1417,gravity,[名] ①重力 ②重大さ
,1418,hypothesis,[名] 仮説
,1419,specimen,[名] ①標本 ②サンプル
,1420,microbe,[名] 微生物
,1421,poison,[名] 毒
,1422,acid,[形] ①酸性の ②辛辣な
,1423,toxic,[形] 有害な，有毒な
,1424,endeavor,[名] ①努力，試み [他] ②～を (懸命に)努力する，試みる
,1425,doom,[他] (be ―ed to ～)～の運命にある
,1426,manufacture,[他] ①～を製造する [名] ②製造，製品
,1427,yield,[他] ①～を産出する [自] ②(to ～)(～に)屈する [名] ③産出量
,1428,duplicate,[他] ①～を複製する [名] ②複製品 [形] ③複製の
,1429,assemble,[他] ①～を組み立てる [自] ②集まる
,1430,mold,[他] ①～を (型に入れて)作る ②(人格，意見など)を形成する
,1431,coin,[他] ①～を作り出す [名] ②硬貨
,1432,therapy,[名] 治療 (法)
,1433,injection,[名] 注射
,1434,dose,[名] (１回分の)服用量
,1435,sanitation,[名] 衛生
,1436,germ,[名] 細菌，ばい菌〈可算〉
,1437,tumor,[名] 腫瘍〈可算〉
,1438,stroke,[名] (脳)卒中，(強い)発作
,1439,agony,[名] 苦痛
,1440,plague,[名] ①(大規模な)疫病，伝染病，災害 [他] ②～を苦しめる
,1441,fatigue,[名] (ひどい)疲労〈不可算〉
,1442,diagnosis,[名] 診断
,1443,mortality,[名] ①(― rate)死亡率 ②死すべき運命
,1444,nursing,[名] 看護
,1445,chronic,[形] 慢性の
,1446,immune,[形] 免疫の (ある)
,1447,terminal,[形] ①(病気が)末期の [名] ②終着 [始発] 駅 (の建物)，ターミナルビル
,1448,sound,[形] ①(身体・精神が)健全な ②(土台・理解などが)堅実な
,1449,respiratory,[形] 呼吸の
,1450,choke,[自] ①(on ～)(～で)息が詰まる，窒息する [他] ②～を窒息させる
,1451,paralyze,[他] ～を麻痺させる
,1452,prescribe,[他] ①(薬など)を処方する ②(行為など)を指示する
,1453,digest,[他] ①～を消化する ②～を理解する [名] ③要約
,1454,weary,[形] ①(極度に)疲れている ②うんざり [飽き飽き] している
,1455,nourish,[他] ①～に栄養を与える ②(考えなど)を抱く
,1456,appalling,[形] ぞっとするような
,1457,flesh,[名] (人､動物の皮､骨に対する)肉
,1458,limb,[名] 手足 (の①本)
,1459,erect,[形] ①直立した [他] ②～を建てる
,1460,spinal,[形] 脊椎の
,1461,suck,[他] ～を吸う
,1462,shrug,[他] ①(肩)をすくめる [自] ②肩をすくめる
,1463,compensate,[他] (A for B)(A)に (Bを)補償する
,1464,abuse,[名] ①虐待 ②乱用 [他] ③～を悪用する
,1465,bias,[名] 偏見
,1466,prestige,[名] 名声，威信
,1467,privilege,[名] 特権
,1468,feat,[名] 偉業
,1469,dignity,[名] 威厳
,1470,virtue,[名] ①美徳 ②(人，物の個々の)長所 ③(by ― of ～)～のために
,1471,aristocracy,[名] (通例 the～)貴族 (階級，社会)
,1472,rebel,[名] ①反逆者 [自] ②(against ～)(～に)反逆する，反抗する
,1473,scheme,[名] ①〈英〉計画 ②陰謀
,1474,convention,[名] ①会議，大会 ②慣習 ③条約
,1475,conference,[名] (on ～)(～に関する)会議
,1476,consent,[名] ①合意 [自] ②(to ～)(～に)合意する
,1477,initiative,[名] ①新構想，新計画 ②主導権
,1478,province,[名] ①(カナダなどの)州，(中国の)省 ②(the ―s)地方
,1479,colony,[名] ①植民地 ②(アリなどの)群落
,1480,frontier,[名] ①辺境，(主に〈英〉)国境 ②(the ―s)最前線
,1481,treaty,[名] 条約
,1482,tribe,[名] 部族，種族
,1483,pension,[名] 年金〈可算〉
,1484,stake,[名] ①(have a ― in ～)(～に)利害関係 (を持つ)②(at ―)危険 ③(―s)賭け金，配当金
,1485,coverage,[名] ①報道 ②(保険の)補償 (範囲)
,1486,obligation,[名] ①(社会に対する)責務 ②(個人に対する)恩義
,1487,hygiene,[名] 衛生 (状態)，衛生学
,1488,supervisor,[名] (人・活動などの)監督者
,1489,norm,[名] ①(the ―)普通のこと ②(―s)規範
,1490,patent,[名] ①特許 (権)[他] ②～の特許をとる [形] ③明白な，見えすいた
,1491,primitive,[形] 原始的な，未開の
,1492,ethnic,[形] 民族の，民族的な
,1493,anonymous,[形] 匿名の
,1494,metropolitan,[形] 大都市の
,1495,entitled,[形] ①(to ～)(～の)権利がある ②～と題された
,1496,demographic,[形] ①人口統計上の [名] ②(―群の人々から成る)年齢層
,1497,donate,[他] ①～を寄付する ②(臓器など)を提供する
,1498,flourish,[自] 栄える
,1499,conform,[自] (to ～)(～に)合わせる
,1500,comply,[自] (with ～)(～に)従う， 遵守する
,1501,legislation,[名] (集合的に)法律〈不可算〉
,1502,testimony,[名] (法廷などでの)証言
,1503,jury,[名] 陪審 (員団)
,1504,legitimate,[形] ①正当な ②合法の
,1505,enforce,[他] ①～を施行する ②～を強制する
,1506,regime,[名] 政権，政治体制
,1507,bureaucracy,[名] ①官僚制度，官僚主義 ②(集合的に)官僚
,1508,corruption,[名] 腐敗，汚職
,1509,tyranny,[名] ①圧政，専制政治 ②暴虐 (な行為)
,1510,sanction,[名] ①(―s)制裁 ②(公的な)認可
,1511,candidate,[名] (for ～)(～の)候補 (者)，(～になりそうな)人 [物]
,1512,senator,[名] 〈米〉(しばしば S―)上院議員
,1513,ambassador,[名] 大使
,1514,diplomat,[名] 外交官
,1515,refugee,[名] 難民
,1516,ally,[名] ①同盟国，協力者 [自] ②(with ～)(～と)提携する
,1517,reign,[名] ①(君主などの)統治 (期間)[自] ②君臨する
,1518,federal,[形] 連邦の
,1519,communist,[形] ①共産主義(者)の [名] ②共産主義者
,1520,municipal,[形] 市(営)の，地方自治の
,1521,estate,[名] ①(全)財産 ②地所
,1522,asset,[名] 財産，資産
,1523,revenue,[名] (国などの)歳入，(事業などの)収益
,1524,deficit,[名] (会社，国の)赤字
,1525,commerce,[名] 商業
,1526,output,[名] ①生産高 ②(エンジン，発電機などの)出力
,1527,subsidy,[名] 補助金
,1528,transaction,[名] 取り引き
,1529,bankrupt,[形] 倒産した，破産した
,1530,monetary,[形] ①貨幣の ②金銭的な
,1531,corporation,[名] 企業，法人
,1532,enterprise,[名] ①企業 ②(冒険的な)事業
,1533,venture,[名] ①(ベンチャー)事業 [自] ②危険を冒して行く
,1534,headquarters,[名] 本社，本部
,1535,personnel,[名] ①(官庁，会社などの)全職員〈複数扱い〉 ②人事
,1536,entrepreneur,[名] 起業家
,1537,predecessor,[名] 前任者，以前あったもの
,1538,toil,[自] ①(長時間)骨折って働く [名] ②骨の折れる仕事
,1539,undertake,[他] (仕事など)を引き受ける，始める
,1540,merge,[自] ①合併する [他] ②～を合併させる
,1541,comprise,[他] ①～から成る ②(割合)を占める
,1542,component,[名] 構成要素，成分，(車などの)部品
,1543,framework,[名] ①枠組 ②骨組み
,1544,prototype,[名] ①(of [for] ～)(～の)原型 ②試作品 ③典型
,1545,dimension,[名] ①(問題などの)側面，要因，次元 ②(―s)寸法，大きさ
,1546,margin,[名] ①余白，欄外 ②(票などの)差 ③端
,1547,excel,[自] (in [at] ～)( ～において)優れている
,1548,contradict,[他] ①～と矛盾する ②～に反論する
,1549,consensus,[名] (意見や証言などの)合意，総意
,1550,converse,[名] ①正反対 [形] ②正反対の [自] ③(with ～)(～と)会話する
,1551,inequality,[名] 不平等
,1552,equivalent,[形] ①等しい [名] ②同等のもの
,1553,compatible,[形] (with ～)(～と)適合する，互換性がある
,1554,identical,[形] 同一の，うり二つの
,1555,correspond,[自] ①(to [with] ～)(～と)一致する ②(with ～)(～と)(メールや手紙で)やりとりをする
,1556,random,[形] 無作為の，でたらめの
,1557,warrior,[名] 戦士
,1558,assault,[名] 襲撃，暴行
,1559,troop,[名] (―s)軍隊
,1560,shield,[名] (against ～)(～に対する)盾、防御物
,1561,torture,[名] ①拷問 ②辛いこと [他] ③～を拷問にかける
,1562,dispute,[名] ①論争，紛争 [他] ②～に異議を唱える
,1563,combat,[名] ①戦闘 [他] ②～と戦う
,1564,tactics,[名] 戦術
,1565,quarrel,[自] ①(with ～)(～と)口論する [名] ②口論
,1566,contend,[自] ①（with ～）（～と）戦う [他] ②（that SV）（～と）（強く）主張する
,1567,slaughter,[他] ～を虐殺する，（食肉用に）殺す
,1568,suppress,[他] ①（反乱，暴動）を鎮圧する ②（笑い，怒り）を抑える
,1569,surrender,[自] ①（to ～）（～に）降伏する [他] ②～を引き渡す
,1570,hostile,[形] ①敵意のある ②敵の ③（環境などが）厳しい
,1571,wreck,[名] ①（乗り物，家の）残骸 ②（健康を損ね）ボロボロの人
,1572,toll,[名] ①犠牲[死者]者（数），被害 ②（高速道路などの）通行料 ③通話料
,1573,disrupt,[他] （活動の進行など）をかき乱す
,1574,interfere,[自] （with ～）（～を）邪魔する，干渉する
,1575,confront,[他] ①（困難などが人）に立ちふさがる ②（人が困難など）に直面する，立ち向かう
,1576,explode,[自] ①爆発する ②爆発的に増加する
,1577,collide,[自] （with ～）（～と）衝突する
,1578,nephew,[名] 甥
,1579,infant,[名] （主に歩く前の）幼児
,1580,spouse,[名] 配偶者
,1581,heir,[名] 相続人，後継者
,1582,folk,[名] ①人々 [形] ②民間（起源）の
,1583,peer,[名] ①（―s）同等の人，同輩 [自] ②（よく見えなくて）じっと見る
,1584,recipient,[名] 受け取る人，被移植者
,1585,navigate,[自] ①（旅などで）進路を決める [他] ②～を克服して進む，～を航行する
,1586,flee,[自] 逃亡する
,1587,retreat,[自] ①退く [名] ②撤退，退却
,1588,crawl,[自] 這って進む，（渋滞などで）這うように進む
,1589,hover,[自] ①（鳥などが）空中にとどまる ②うろつく，さまよう
,1590,drift,[自] 漂う
,1591,alter,[他] ～を変える
,1592,convert,[他] ①（A into B）（A）を（B に）転換する ②～を改宗させる
,1593,overtake,[他] ～を追い越す
,1594,dispatch,[他]（使者・軍隊など）を派遣する，（物資など）を送る
,1595,shrink,[自] ①縮む ②（数量が）減る [他] ③～を縮ませる，減らす
,1596,wither,[自] しおれる，しぼむ
,1597,descend,[自] 降下する
,1598,accelerate,[他] ～を加速する
,1599,fluctuate,[自] （数値，物価が）変動する
,1600,distort,[他] ～を歪める
,1601,crack,[自] ①割れる，砕ける ②（パンと）音を出す [他] ③～を割る，砕く [名] ④割れ目
,1602,transition,[名] 移り変わり，推移
,1603,game-changer,[名] 革命的なこと[人・物]
,1604,reinforce,[他] ～を補強する
,1605,foster,[他] ①（才能など）を育成する ②～の里親になる [形] ③里親の
,1606,breakdown,[名] ①崩壊 ②故障 ③衰弱
,1607,collapse,[自] ①崩壊する，倒れる [名] ②崩壊，倒れること
,1608,render,[他] ①（SVOC）（O）を（C）にする ②（援助など）を与える
,1609,impair,[他] （人間の機能など）を低下させる，損なう
,1610,undermine,[他] ～を弱める，揺るがす
,1611,cope,[自] （with～）（～に）対処する
,1612,tackle,[他] ～に取り組む
,1613,demolish,[他]（建物など）を取り壊す
,1614,confine,[他] ①～を閉じ込める ②（活動など）を制限する
,1615,designate,[他] （通例，受け身で）～を指定する
,1616,regulate,[他] ①（主に規則によって）～を規制する ②（機器など）を調整する
,1617,refrain,[自] （from ～）（～を）控える
,1618,prohibit,[他] ～を禁じる
,1619,halt,[他] ①～を止める [自] ②止まる [名] ③停止
,1620,constraint,[名] 制約
,1621,stimulate,[他] ～を刺激する
,1622,animate,[他] ①～を活気づける ②～をアニメ化する
,1623,spur,[他] ①～を駆り立てる，促す [名] ②拍車，刺激，動機
,1624,urge,[他] ①～をせき立てる，～に強く勧める [名] ②（何かがしたい）衝動
,1625,compel,[他] （A to do）（A）に（～することを）強制する
,1626,blur,[他] ①～をぼやかす [自] ②ぼやける
,1627,divert,[他] ①（川など）の方向を変える ②（注意など）をそらす
,1628,reverse,[他] ①～を逆転する，覆す [名] ②逆 [形] ③逆の
,1629,overshadow,[他] ～の影を薄くさせる
,1630,worsen,[他] ～を悪化させる
,1631,jeopardize,[他]（生命，経歴，制度など）を危険にさらす
,1632,supplement,[他] ①（栄養，収入など）を補う [名] ②補充，栄養補助食品 ③付録
,1633,pose,[他] ～をもたらす
,1634,induce,[他] ①～を引き起こす ②((人)to do)(人)に～するよう説得する
,1635,betray,[他] ①～を裏切る ②～を漏らす，（うっかり）さらけ出す
,1636,bully,[他] ①～をいじめる [名] ②いじめっ子
,1637,disregard,[他] ～を無視する
,1638,squeeze,[他] ①（果汁など）を搾る ②（手，指で）～を強く押す
,1639,rub,[他] ①～をこする [自] ②(against ～)( ～に)こすりつける
,1640,smash,[他] ～を粉砕する
,1641,insert,[他] ①～を差し込む ②（語句など）を書き込む
,1642,detach,[他] （A from B)（A）を（B から）切り離す
,1643,withdraw,[他] ①～を引っ込める ②（預金など）を引き出す [自] ③退く
,1644,compile,[他] ～をまとめる，(辞書などを)編纂する
,1645,browse,[自] ①拾い読みする [他] ②～を拾い読みする
,1646,manipulate,[他] ～を操作する
,1647,implement,[他] ①(契約，計画など)を実行する [名] ②(単純な)道具
,1648,execute,[他] ①～を遂行する，実行する ②～を処刑する
,1649,host,[他] ①(大会など)を主催する [名] ②(a ― of)多くの ③(客を接待する)主人(*女性も含む)，主催者，開催地，≪生物≫宿主
,1650,mount,[他] ①～を据え付ける ②(馬，自転車)に乗る [自] ③増加する
,1651,discharge,[他] ①～を排出する ②(職務，任地などから)～を解放する
,1652,drain,[他] ①～の水を抜く ②～の水分を切る [自] ③(液体が)流出する，乾く
,1653,soak,[他] ①～を浸す ②(up)(日光，考えなど)を吸収する
,1654,dip,[他] ①～を（ちょっと）つける，浸す ②～を少し下げる
,1655,suspend,[他] ①～を吊るす ②～を中断する ③～を停職［停学］にする
,1656,extract,[他] ①～を取り出す，抽出する [名] ②抽出したもの，抜粋
,1657,slap,[他] ～を平手打ちする
,1658,embrace,[他] ①～を抱擁する ②(思想など)を受け入れる
,1659,embark,[自] (on ～)(～に)着手する，乗り込む
,1660,intervene,[自] (in ～)( ～に)介入する
,1661,penetrate,[他] ①～に入り込む ②～を貫通する [自] ③貫通する，入る
,1662,intrude,[自] (on～)(～に)立ち入る
,1663,utilize,[他] ～を利用する
,1664,embed,[他] (in...)(...に)～を埋め込む
,1665,allocate,[他] ～を割り当てる
,1666,coordinate,[他] (活動など)をうまく調整する
,1667,blink,[自] まばたきする
,1668,spin,[自] ①ぐるぐる回る [他] ②～を回す ③～を紡ぐ
,1669,rotate,[自] ①回転する [他] ②～を回転させる
,1670,scramble,[自] 急いで動く
,1671,vanish,[自] 消える
,1672,snap,[自] ①ポキンと折れる [他] ②～をポキンと折る、～をパチンと鳴らす
,1673,rattle,[自] ①ガタガタ鳴る [他] ②～を鳴らす [名] ③ガラガラ
,1674,cease,[他] (to do [doing])～しなくなる
,1675,haste,[名] 急ぐこと〈不可算〉
,1676,conceal,[他] ～を隠す
,1677,disguise,[他] ①～を(偽装して)隠す ②(oneself as ～)～に変装する [名] ③変装
,1678,deceive,[他] ～をだます
,1679,neglect,[他] ①～を怠る，放置する ②(子ども)の世話をしない [名] ③放置
,1680,evacuate,[他] (しばしば受動態で)～を避難させる
,1681,coincide,[自] ①(with ～)(～と)同時に起きる ②(with ～)(～と)一致する
,1682,prevail,[自] ①(考え，習慣などが)普及している ②(最後に人，考えが)優勢となる
,1683,sustain,[他] (生命など)を維持する，支える
,1684,linger,[自] ①(いつまでも)残る ②(on)長居する
,1685,revive,[自] ①生き返る，よみがえる [他] ②～を生き返らせる
,1686,resume,[他] ①～を再開する [自] ②再開する [名] ③〈米〉履歴書 ④概要，レジュメ
,1687,outbreak,[名] 発生，勃発
,1688,inspect,[他] ～を検査する
,1689,expedition,[名] ①(研究・探求・戦争目的の)探検，遠征 ②探検隊
,1690,enroll,[自] ①(in ～)(～に)入学する [他] ②(be ―ed)在籍している
,1691,discipline,[他] ①(体罰などで)～を躾ける [名] ②躾，規律 ③(学問)分野
,1692,tuition,[名] ①〈米〉授業料 ②(少人数での)授業
,1693,ethic,[名] ①(―s)(社会や職業上の)倫理(観)②(伝統的に守られた)倫理
,1694,psychology,[名] ①心理学 ②心理
,1695,astronomy,[名] 天文学
,1696,archaeologist,[名] 考古学者
,1697,thesis,[名] ①論文 ([複数形]theses) ②(正式な議論などの)テーマ
,1698,dormitory,[名] 寮
,1699,grasp,[他] ①～を理解する ②～をつかむ [名] ③理解，つかむこと
,1700,anticipate,[他] ①～を予想する ②～を期待する
,1701,foresee,[他] ～を予知する
,1702,infer,[他] (A from B)(B からA)を推測する
,1703,deduce,[他] (A from B)(B からA)を推定する
,1704,deem,[他] (Ｏ (to be)Ｃ)ＯをＣだと思う
,1705,ponder,[他] ～を熟考する
,1706,assure,[他] ～に保証する，確信させる
,1707,assess,[他] ～を評価する，査定する
,1708,concede,[他] (譲歩して)～を認める
,1709,compromise,[自] ①妥協する [他] ②(主義など)を曲げる [名] ③妥協
,1710,comprehend,[他] ～を(十分に)理解する
,1711,reconcile,[他] ①(A with B)(A)を(B と)調和させる，和解させる ②(oneself to ～)(～を)仕方なく受け入れる
,1712,instill,[他] (思想など)を(徐々に)教える，～を植え付ける
,1713,alert,[形] ①油断のない，用心深い [名] ②(公的な)警告
,1714,cognitive,[形] 認知の
,1715,intuition,[名] 直観
,1716,vow,[名] ①誓い [他] ②～を誓う
,1717,nightmare,[名] ①悪夢 ②悪夢のようなこと
,1718,stereotype,[名] 固定観念
,1719,illusion,[名] 幻想
,1720,criterion,[名] 基準
,1721,ideology,[名] イデオロギー，(政治・経済的)思想
,1722,tolerate,[他] ～を大目に見る，我慢する
,1723,overlook,[他] ①～を(うっかり)見落とす ②(人の欠点やミスなど)を見逃す，大目に見る ③(場所が)～を見渡す
,1724,conceive,[他] ①～を思い浮かべる ②～を妊娠する [自] ③(of ～)(～を)想像する
,1725,misunderstand,[他] (人，人の言うこと)を誤解している
,1726,keen,[形] ①(頭脳，感性などが)鋭い ②(be ― on ～)(～に)熱中して，好きで
,1727,subjective,[形] 主観的な
,1728,compulsory,[形] ①義務的な ②規定の
,1729,relieve,[他] ①～を取り除く ②～を安心させる
,1730,trim,[他]①～を刈り込む，切り取る [形] ②こぎれいな
,1731,disposal,[名] ①処分，廃棄 ②(at one's ―)～を自由にする
,1732,scent,[名] ①(花，果物の良い)香り ②(動物が残したそれ自身の)臭い
,1733,grain,[名] ①穀物 ②粒，少量
,1734,wheat,[名] 小麦〈不可算〉
,1735,deforestation,[名] 森林伐採
,1736,drought,[名] 干ばつ
,1737,irrigation,[名] 灌漑
,1738,spectacle,[名] ①(きわめて印象的な)光景 ②(大がかりな)見せ物
,1739,altitude,[名] 標高，高度
,1740,catastrophe,[名] 大災害，災難
,1741,wilderness,[名] 荒野，野原
,1742,decay,[名] ①腐敗 [自] ②腐敗する，衰える
,1743,erosion,[名] 侵食
,1744,flame,[名] 炎
,1745,galaxy,[名] 銀河
,1746,chill,[名] ①寒気 [他] ②～を冷やす
,1747,thermal,[形] 熱の
,1748,fertile,[形] 肥沃な，肥えた
,1749,fossil,[形] ①化石化した [名] ②化石
,1750,exploit,[他] ①(自然の力など)を利用する ②～を搾取する
,1751,contaminate,[他] ～を汚染する
,1752,erupt,[自] (火山などが)噴火する
,1753,roar,[自] ①ほえる [名] ②うなり声，怒号，轟音
,1754,inhabit,[他] ～に生息している，ある
,1755,nurture,[他] ①～を育てる [名] ②養育，教育
,1756,owl,[名] フクロウ
,1757,instinct,[名] 本能
,1758,prey,[名] ①餌食 [自] ②(on ～)餌食にする
,1759,anatomy,[名] ①解剖(学)②(解剖学的に見た動植物の)構造
,1760,mammal,[名] 哺乳動物，哺乳類
,1761,predator,[名] 捕食動物，捕食者
,1762,hybrid,[名] 交配種，雑種，ハイブリッド
,1763,skull,[名] 頭蓋骨〈可算〉
,1764,timber,[名] (主に<英>)材木
,1765,textile,[名] ①織物 [形] ②織物の
,1766,fabric,[名] ①布地，織物 ②組織，構造
,1767,mill,[名] 製造工場
,1768,weave,[他] ①～を織る ②～を編む
,1769,competent,[形] 有能な
,1770,optimistic,[形] 楽観的な
,1771,patriotic,[形] (人，言動などが)愛国的な
,1772,noble,[形] ①高潔な ②貴族の [名] ③貴族〈可算〉
,1773,naughty,[形] いたずらな
,1774,arrogant,[形] 傲慢な
,1775,vigorous,[形] ①(人，活動が)精力的な ②活発な
,1776,humble,[形] ①控えめな ②卑しい，貧しい
,1777,eligible,[形] 資格のある
,1778,courtesy,[名] 礼儀正しさ
,1779,resilient,[形] 回復の早い，回復力のある
,1780,inclined,[形] ①(be ～ to do)～する傾向がある ②～したい気持ちだ
,1781,haunt,[他] ①(亡霊，考えなどが)～につきまとう，出没する [名] ②好んで行く場所，たまり場
,1782,intent,[形] ①(on ～)(～に)没頭した，決心した [名] ②意図
,1783,indulge,[自] ①(in ～)(～に)ふける [他] ②～を思いのままにさせる
,1784,flaw,[名] 傷，欠点
,1785,defect,[名] 欠陥
,1786,trait,[名] 特性
,1787,analogy,[名] 類似点，類推，例え
,1788,parallel,[名] ①類似(物)[形] ②(to ～)(～と)平行の，類似した
,1789,indispensable,[形] 不可欠な
,1790,crucial,[形] (極めて)重大な
,1791,grave,[形] ①重大な [名] ②墓(穴)
,1792,primary,[形] ①主な，第①の ②初期の，原始の
,1793,vital,[形] 不可欠な，きわめて重要な
,1794,integral,[形] ①不可欠な ②完全な
,1795,profound,[形] 深い
,1796,grim,[形] (状況などが)厳しい
,1797,fierce,[形] ①(競争，嵐などが)激しい ②どう猛な
,1798,harsh,[形] 厳しい
,1799,acute,[形] ①深刻な ②(知能，知覚などが)鋭い ③急性の
,1800,ambiguous,[形] 曖昧な
,1801,misleading,[形] 誤解を招く，紛らわしい
,1802,obscure,[形] ①ぼやけた，わかりにくい ②無名の
,1803,mature,[形] ①成熟した，熟成した [自] ②成熟する，熟成する
,1804,neat,[形] きちんとした
,1805,decent,[形] まともな，きちんとした
,1806,straightforward,[形] ①(方法などが)わかりやすい ②(人や行動が)率直な
,1807,sophisticated,[形] ①(機械，システムが)高度な ②洗練された，教養のある
,1808,elaborate,[形] ①手の込んだ，凝った [他] ②～を苦労して作り上げる [自] ③(on ～)(～を)詳しく話す
,1809,prompt,[形] ①迅速な [他] ②～に促す
,1810,swift,[形] 素早い
,1811,mighty,[形] 強力な
,1812,explicit,[形] (発言や文章などが)明確な
,1813,authentic,[形] 本物の
,1814,wit,[名] 機知，機知に富んだ人
,1815,thrive,[自] ①(会社などが)好調である，繁栄する ②(動[植]物などが)健康に育つ
,1816,dim,[形] ①薄暗い ②(記憶などが)ぼんやりした [他] ③～を暗くする
,1817,gloomy,[形] ①薄暗い ②陰気な，悲観的な
,1818,barren,[形] 不毛な
,1819,idle,[形] ①(仕事がなく)何もしていない ②怠惰な [他] ③(away)(～を)何もしないでいる
,1820,adverse,[形] (何かを行うのに)不都合な，悪い
,1821,tiresome,[形] 退屈な，うんざりする
,1822,clumsy,[形] 無器用な
,1823,foul,[形] ①(味，臭いなどが)不快な [名] ②(スポーツなどの)違反，ファウル
,1824,shabby,[形] みすぼらしい，おんぼろの
,1825,outrageous,[形] 常軌を逸した，奇想天外な
,1826,absurd,[形] ばかげた
,1827,fragile,[形] 壊れやすい，もろい
,1828,vulnerable,[形] ①傷つきやすい，弱い ②(非難，攻撃を)受けやすい，(病気に)かかりやすい
,1829,static,[形] 静的な，(経済などで)変化のない，活気のない
,1830,innate,[形] (才能などが)先天的な，生まれつきの
,1831,exotic,[形] ①(動[植]物が)外来の ②異国情緒のある
,1832,tame,[形] ①飼い慣らされた，従順な [他] ②～を飼い慣らす
,1833,manifest,[形] ①明らかな [他] ②(姿勢，感情など)を明らかにする
